Driver,Team,Q1,Q2,Q3,Start,Finish,Track,Rain,D_Elo,T_Elo,Race_Id
leclerc,sauber,103.654,104.062,nan,12.0,nan,Belgian Grand Prix,False,1213.16,1855.34,12
alonso,mclaren,104.917,nan,nan,15.0,nan,Belgian Grand Prix,False,1309.01,1866.94,12
hulkenberg,renault,104.145,nan,nan,20.0,nan,Belgian Grand Prix,False,1231.29,1888.98,12
hamilton,mercedes,80.81,79.798,79.294,3.0,1.0,Italian Grand Prix,True,1344.33,2029.87,13
raikkonen,ferrari,80.722,79.846,79.119,1.0,2.0,Italian Grand Prix,True,1298.64,1949.8,13
bottas,mercedes,81.381,80.427,79.656,4.0,3.0,Italian Grand Prix,True,1252.81,2031.59,13
vettel,ferrari,80.542,79.629,79.28,2.0,4.0,Italian Grand Prix,True,1292.75,1949.42,13
max_verstappen,red_bull,81.381,80.333,80.615,5.0,5.0,Italian Grand Prix,True,1274.08,1921.67,13
ocon,force_india,81.57,81.315,81.099,8.0,6.0,Italian Grand Prix,True,1224.12,1905.16,13
perez,force_india,81.888,nan,nan,14.0,7.0,Italian Grand Prix,True,1251.1,1912.35,13
sainz,renault,81.732,81.552,81.041,7.0,8.0,Italian Grand Prix,True,1213.49,1888.36,13
stroll,williams,81.838,81.494,81.627,10.0,9.0,Italian Grand Prix,True,1226.64,1828.89,13
sirotkin,williams,81.813,81.732,nan,12.0,10.0,Italian Grand Prix,True,1218.34,1831.4,13
leclerc,sauber,81.889,nan,nan,15.0,11.0,Italian Grand Prix,True,1218.76,1859.54,13
vandoorne,mclaren,82.085,nan,nan,17.0,12.0,Italian Grand Prix,True,1239.73,1871.52,13
hulkenberg,renault,81.801,nan,nan,20.0,13.0,Italian Grand Prix,True,1237.95,1893.36,13
gasly,toro_rosso,81.834,81.667,81.35,9.0,14.0,Italian Grand Prix,True,1201.42,1831.74,13
ericsson,sauber,82.048,nan,nan,18.0,15.0,Italian Grand Prix,True,1251.6,1861.81,13
kevin_magnussen,haas,81.783,81.669,nan,11.0,16.0,Italian Grand Prix,True,1230.11,1851.56,13
ricciardo,red_bull,81.28,nan,nan,19.0,nan,Italian Grand Prix,True,1263.65,1919.66,13
alonso,mclaren,81.85,82.568,nan,13.0,nan,Italian Grand Prix,True,1309.01,1865.51,13
brendon_hartley,toro_rosso,81.934,nan,nan,16.0,nan,Italian Grand Prix,True,1201.44,1828.13,13
grosjean,haas,81.887,81.239,80.936,6.0,nan,Italian Grand Prix,True,1199.25,1851.56,13
hamilton,mercedes,99.403,97.344,96.015,1.0,1.0,Singapore Grand Prix,False,1346.57,2033.27,14
max_verstappen,red_bull,98.751,97.214,96.334,2.0,2.0,Singapore Grand Prix,False,1275.76,1920.92,14
vettel,ferrari,98.218,97.876,96.628,3.0,3.0,Singapore Grand Prix,False,1293.97,1950.34,14
bottas,mercedes,99.291,97.254,96.702,4.0,4.0,Singapore Grand Prix,False,1253.67,2033.91,14
raikkonen,ferrari,98.534,97.194,96.794,5.0,5.0,Singapore Grand Prix,False,1299.23,1950.79,14
ricciardo,red_bull,98.153,97.406,96.996,6.0,6.0,Singapore Grand Prix,False,1264.08,1921.24,14
alonso,mclaren,99.022,98.641,nan,11.0,7.0,Singapore Grand Prix,False,1313.84,1869.13,14
sainz,renault,99.103,98.716,nan,12.0,8.0,Singapore Grand Prix,False,1218.38,1897.03,14
leclerc,sauber,99.206,98.747,nan,13.0,9.0,Singapore Grand Prix,False,1223.66,1865.49,14
hulkenberg,renault,98.932,98.45,98.588,10.0,10.0,Singapore Grand Prix,False,1238.48,1897.42,14
ericsson,sauber,99.366,99.453,nan,14.0,11.0,Singapore Grand Prix,False,1255.38,1868.32,14
vandoorne,mclaren,99.864,nan,nan,18.0,12.0,Singapore Grand Prix,False,1245.41,1873.39,14
gasly,toro_rosso,99.614,99.691,nan,15.0,13.0,Singapore Grand Prix,False,1203.98,1830.05,14
stroll,williams,101.334,nan,nan,20.0,14.0,Singapore Grand Prix,False,1231.14,1834.77,14
grosjean,haas,98.685,98.367,98.32,8.0,15.0,Singapore Grand Prix,False,1192.25,1846.31,14
perez,force_india,98.814,98.342,97.985,7.0,16.0,Singapore Grand Prix,False,1241.99,1905.52,14
brendon_hartley,toro_rosso,99.809,nan,nan,17.0,17.0,Singapore Grand Prix,False,1201.27,1829.92,14
kevin_magnussen,haas,99.644,nan,nan,16.0,18.0,Singapore Grand Prix,False,1228.2,1844.88,14
sirotkin,williams,101.263,nan,nan,19.0,19.0,Singapore Grand Prix,False,1217.16,1833.88,14
ocon,force_india,98.912,98.534,98.365,9.0,nan,Singapore Grand Prix,False,1212.97,1905.52,14
hamilton,mercedes,92.41,92.595,91.532,2.0,1.0,Russian Grand Prix,True,1349.85,2036.37,15
bottas,mercedes,92.964,92.744,91.387,1.0,2.0,Russian Grand Prix,True,1255.09,2037.44,15
vettel,ferrari,93.476,93.045,91.943,3.0,3.0,Russian Grand Prix,True,1295.44,1951.89,15
raikkonen,ferrari,93.341,93.065,92.237,4.0,4.0,Russian Grand Prix,True,1300.26,1952.66,15
max_verstappen,red_bull,93.048,nan,nan,19.0,5.0,Russian Grand Prix,True,1292.02,1933.44,15
ricciardo,red_bull,93.247,nan,nan,18.0,6.0,Russian Grand Prix,True,1278.48,1944.24,15
leclerc,sauber,93.924,93.488,93.419,7.0,7.0,Russian Grand Prix,True,1224.09,1868.65,15
kevin_magnussen,haas,94.078,93.747,93.181,5.0,8.0,Russian Grand Prix,True,1225.12,1842.57,15
ocon,force_india,94.29,93.596,93.413,6.0,9.0,Russian Grand Prix,True,1209.7,1903.07,15
perez,force_india,94.084,93.923,93.563,8.0,10.0,Russian Grand Prix,True,1239.91,1901.51,15
grosjean,haas,94.022,93.517,93.704,9.0,11.0,Russian Grand Prix,True,1190.24,1841.06,15
hulkenberg,renault,94.655,nan,nan,12.0,12.0,Russian Grand Prix,True,1239.3,1898.04,15
ericsson,sauber,94.17,93.995,95.196,10.0,13.0,Russian Grand Prix,True,1252.22,1866.28,15
alonso,mclaren,95.504,nan,nan,16.0,14.0,Russian Grand Prix,True,1316.6,1875.46,15
stroll,williams,96.437,nan,nan,14.0,15.0,Russian Grand Prix,True,1230.62,1833.49,15
vandoorne,mclaren,95.977,nan,nan,15.0,16.0,Russian Grand Prix,True,1244.7,1874.92,15
sainz,renault,94.626,nan,nan,11.0,17.0,Russian Grand Prix,True,1211.54,1892.91,15
sirotkin,williams,95.612,nan,nan,13.0,18.0,Russian Grand Prix,True,1211.67,1829.38,15
gasly,toro_rosso,94.383,nan,nan,17.0,nan,Russian Grand Prix,True,1203.98,1826.93,15
brendon_hartley,toro_rosso,95.037,nan,nan,20.0,nan,Russian Grand Prix,True,1201.27,1825.29,15
hamilton,mercedes,88.702,88.017,87.76,1.0,1.0,Japanese Grand Prix,False,1352.09,2039.12,16
bottas,mercedes,89.297,87.987,88.059,2.0,2.0,Japanese Grand Prix,False,1256.77,2040.38,16
max_verstappen,red_bull,89.48,88.849,89.057,3.0,3.0,Japanese Grand Prix,False,1293.24,1945.16,16
ricciardo,red_bull,89.806,nan,nan,15.0,4.0,Japanese Grand Prix,False,1290.52,1954.19,16
raikkonen,ferrari,89.631,88.595,89.521,4.0,5.0,Japanese Grand Prix,False,1300.06,1952.51,16
vettel,ferrari,89.049,88.279,92.192,8.0,6.0,Japanese Grand Prix,False,1297.91,1954.37,16
perez,force_india,90.247,89.567,97.229,9.0,7.0,Japanese Grand Prix,False,1242.45,1903.41,16
grosjean,haas,89.724,89.678,89.761,5.0,8.0,Japanese Grand Prix,False,1187.68,1839.14,16
ocon,force_india,89.899,89.538,90.126,11.0,9.0,Japanese Grand Prix,False,1212.43,1905.45,16
sainz,renault,90.236,90.49,nan,13.0,10.0,Japanese Grand Prix,False,1215.39,1895.8,16
gasly,toro_rosso,90.137,89.81,90.093,7.0,11.0,Japanese Grand Prix,False,1200.13,1822.4,16
ericsson,sauber,91.213,nan,nan,20.0,12.0,Japanese Grand Prix,False,1258.82,1871.23,16
brendon_hartley,toro_rosso,90.248,89.848,90.023,6.0,13.0,Japanese Grand Prix,False,1194.33,1817.2,16
alonso,mclaren,90.573,nan,nan,18.0,14.0,Japanese Grand Prix,False,1320.18,1877.6,16
vandoorne,mclaren,91.041,nan,nan,19.0,15.0,Japanese Grand Prix,False,1247.73,1879.87,16
sirotkin,williams,90.372,nan,nan,17.0,16.0,Japanese Grand Prix,False,1212.55,1830.04,16
stroll,williams,90.317,90.714,nan,14.0,17.0,Japanese Grand Prix,False,1228.08,1828.14,16
leclerc,sauber,89.706,89.864,nan,10.0,nan,Japanese Grand Prix,False,1224.09,1863.73,16
hulkenberg,renault,90.361,nan,nan,16.0,nan,Japanese Grand Prix,False,1239.3,1892.79,16
kevin_magnussen,haas,90.219,90.226,nan,12.0,nan,Japanese Grand Prix,False,1217.38,1839.14,16
raikkonen,ferrari,94.703,92.884,92.307,2.0,1.0,United States Grand Prix,False,1302.8,1956.42,17
max_verstappen,red_bull,94.766,nan,nan,18.0,2.0,United States Grand Prix,False,1309.45,1966.35,17
hamilton,mercedes,94.13,93.48,92.237,1.0,3.0,United States Grand Prix,False,1352.22,2040.48,17
vettel,ferrari,94.569,93.079,92.298,5.0,4.0,United States Grand Prix,False,1299.56,1957.66,17
bottas,mercedes,94.518,93.702,92.616,3.0,5.0,United States Grand Prix,False,1255.89,2039.82,17
hulkenberg,renault,94.932,94.564,94.215,7.0,6.0,United States Grand Prix,False,1240.71,1893.85,17
sainz,renault,94.891,94.566,nan,11.0,7.0,United States Grand Prix,False,1220.22,1897.47,17
perez,force_india,95.193,94.525,94.594,10.0,8.0,United States Grand Prix,False,1245.08,1907.42,17
brendon_hartley,toro_rosso,95.206,nan,nan,20.0,9.0,United States Grand Prix,False,1204.09,1824.52,17
ericsson,sauber,95.536,nan,nan,16.0,10.0,United States Grand Prix,False,1265.33,1868.61,17
vandoorne,mclaren,95.735,nan,nan,17.0,11.0,United States Grand Prix,False,1253.88,1884.48,17
gasly,toro_rosso,94.85,nan,nan,19.0,12.0,United States Grand Prix,False,1206.31,1829.16,17
sirotkin,williams,95.362,nan,nan,14.0,13.0,United States Grand Prix,False,1214.22,1829.4,17
stroll,williams,95.48,nan,nan,15.0,14.0,United States Grand Prix,False,1229.59,1830.53,17
leclerc,sauber,95.069,94.255,94.42,9.0,nan,United States Grand Prix,False,1212.94,1868.61,17
ricciardo,red_bull,94.755,94.185,93.494,4.0,nan,United States Grand Prix,False,1290.52,1954.36,17
grosjean,haas,94.892,94.419,94.25,8.0,nan,United States Grand Prix,False,1175.42,1839.14,17
alonso,mclaren,95.294,nan,nan,13.0,nan,United States Grand Prix,False,1313.5,1884.48,17
ocon,force_india,94.876,94.522,94.145,6.0,nan,United States Grand Prix,False,1212.43,1907.42,17
kevin_magnussen,haas,94.972,94.732,nan,12.0,nan,United States Grand Prix,False,1217.38,1839.14,17
max_verstappen,red_bull,75.756,75.64,74.785,2.0,1.0,Mexican Grand Prix,False,1312.19,1956.41,18
vettel,ferrari,76.089,75.715,74.97,4.0,2.0,Mexican Grand Prix,False,1302.52,1959.88,18
raikkonen,ferrari,76.446,75.996,75.33,6.0,3.0,Mexican Grand Prix,False,1306.39,1962.57,18
hamilton,mercedes,75.673,75.644,74.894,3.0,4.0,Mexican Grand Prix,False,1352.39,2039.95,18
bottas,mercedes,75.58,75.923,75.16,5.0,5.0,Mexican Grand Prix,False,1256.48,2040.4,18
hulkenberg,renault,76.498,76.126,75.827,7.0,6.0,Mexican Grand Prix,False,1242.12,1898.53,18
leclerc,sauber,76.862,76.32,76.189,9.0,7.0,Mexican Grand Prix,False,1215.48,1870.51,18
vandoorne,mclaren,76.966,nan,nan,15.0,8.0,Mexican Grand Prix,False,1261.71,1890.35,18
ericsson,sauber,76.701,76.633,76.513,10.0,9.0,Mexican Grand Prix,False,1266.91,1871.69,18
gasly,toro_rosso,76.828,nan,nan,20.0,10.0,Mexican Grand Prix,False,1215.02,1835.69,18
ocon,force_india,76.252,76.844,nan,11.0,11.0,Mexican Grand Prix,False,1213.05,1907.88,18
stroll,williams,77.689,nan,nan,17.0,12.0,Mexican Grand Prix,False,1234.68,1834.35,18
sirotkin,williams,77.886,nan,nan,19.0,13.0,Mexican Grand Prix,False,1219.35,1838.2,18
brendon_hartley,toro_rosso,76.682,77.184,nan,14.0,14.0,Mexican Grand Prix,False,1204.71,1836.16,18
kevin_magnussen,haas,77.599,nan,nan,16.0,15.0,Mexican Grand Prix,False,1218.63,1840.08,18
grosjean,haas,76.911,nan,nan,18.0,16.0,Mexican Grand Prix,False,1176.89,1841.19,18
ricciardo,red_bull,75.866,75.845,74.759,1.0,nan,Mexican Grand Prix,False,1290.52,1943.09,18
perez,force_india,76.242,77.167,nan,13.0,nan,Mexican Grand Prix,False,1245.08,1902.87,18
sainz,renault,76.813,76.188,76.084,8.0,nan,Mexican Grand Prix,False,1220.22,1889.33,18
alonso,mclaren,76.857,76.871,nan,12.0,nan,Mexican Grand Prix,False,1313.5,1884.55,18
hamilton,mercedes,68.464,67.795,67.281,1.0,1.0,Brazilian Grand Prix,False,1354.63,2042.08,19
max_verstappen,red_bull,68.205,68.017,67.778,5.0,2.0,Brazilian Grand Prix,False,1315.94,1945.9,19
raikkonen,ferrari,68.452,68.028,67.456,4.0,3.0,Brazilian Grand Prix,False,1308.3,1964.0,19
ricciardo,red_bull,68.544,68.055,67.78,11.0,4.0,Brazilian Grand Prix,False,1298.51,1951.89,19
bottas,mercedes,68.492,67.727,67.441,3.0,5.0,Brazilian Grand Prix,False,1255.6,2041.42,19
vettel,ferrari,68.452,67.776,67.374,2.0,6.0,Brazilian Grand Prix,False,1299.99,1962.1,19
leclerc,sauber,68.667,68.335,68.492,7.0,7.0,Brazilian Grand Prix,False,1215.84,1871.96,19
grosjean,haas,68.735,68.239,68.517,8.0,8.0,Brazilian Grand Prix,False,1177.26,1841.47,19
kevin_magnussen,haas,68.474,68.659,nan,10.0,9.0,Brazilian Grand Prix,False,1220.21,1842.65,19
perez,force_india,69.217,68.741,nan,12.0,10.0,Brazilian Grand Prix,False,1247.87,1904.96,19
brendon_hartley,toro_rosso,69.28,nan,nan,16.0,11.0,Brazilian Grand Prix,False,1210.17,1840.25,19
sainz,renault,69.269,nan,nan,15.0,12.0,Brazilian Grand Prix,False,1223.84,1892.04,19
gasly,toro_rosso,69.046,68.616,69.029,9.0,13.0,Brazilian Grand Prix,False,1211.24,1837.42,19
vandoorne,mclaren,69.601,nan,nan,20.0,14.0,Brazilian Grand Prix,False,1266.21,1887.92,19
ocon,force_india,69.264,68.77,nan,18.0,15.0,Brazilian Grand Prix,False,1215.58,1906.86,19
sirotkin,williams,69.259,70.381,nan,14.0,16.0,Brazilian Grand Prix,False,1217.87,1837.09,19
alonso,mclaren,69.402,nan,nan,17.0,17.0,Brazilian Grand Prix,False,1313.33,1887.79,19
stroll,williams,69.441,nan,nan,19.0,18.0,Brazilian Grand Prix,False,1234.55,1836.99,19
hulkenberg,renault,69.009,68.834,nan,13.0,nan,Brazilian Grand Prix,False,1242.12,1892.04,19
ericsson,sauber,68.754,68.579,68.296,6.0,nan,Brazilian Grand Prix,False,1252.6,1871.96,19
hamilton,mercedes,96.828,95.693,94.794,1.0,1.0,Abu Dhabi Grand Prix,True,1357.31,2043.43,20
vettel,ferrari,96.775,96.345,95.125,3.0,2.0,Abu Dhabi Grand Prix,True,1302.72,1964.15,20
max_verstappen,red_bull,97.195,96.144,95.589,6.0,3.0,Abu Dhabi Grand Prix,True,1320.25,1955.12,20
ricciardo,red_bull,97.117,96.964,95.401,5.0,4.0,Abu Dhabi Grand Prix,True,1300.49,1956.6,20
bottas,mercedes,96.789,96.392,94.956,2.0,5.0,Abu Dhabi Grand Prix,True,1253.83,2042.1,20
sainz,renault,97.757,96.982,nan,11.0,6.0,Abu Dhabi Grand Prix,True,1230.9,1897.33,20
leclerc,sauber,97.124,96.58,96.237,8.0,7.0,Abu Dhabi Grand Prix,True,1217.55,1873.24,20
perez,force_india,97.255,97.541,nan,14.0,8.0,Abu Dhabi Grand Prix,True,1256.19,1913.1,20
grosjean,haas,97.575,96.732,96.192,7.0,9.0,Abu Dhabi Grand Prix,True,1175.17,1841.08,20
kevin_magnussen,haas,97.934,97.309,nan,13.0,10.0,Abu Dhabi Grand Prix,True,1224.83,1844.54,20
alonso,mclaren,97.89,97.743,nan,15.0,11.0,Abu Dhabi Grand Prix,True,1318.93,1891.99,20
brendon_hartley,toro_rosso,97.994,nan,nan,16.0,12.0,Abu Dhabi Grand Prix,True,1215.46,1841.39,20
stroll,williams,98.682,nan,nan,20.0,13.0,Abu Dhabi Grand Prix,True,1241.21,1841.99,20
vandoorne,mclaren,98.577,nan,nan,18.0,14.0,Abu Dhabi Grand Prix,True,1270.51,1895.21,20
sirotkin,williams,98.635,nan,nan,19.0,15.0,Abu Dhabi Grand Prix,True,1221.5,1844.71,20
gasly,toro_rosso,98.166,nan,nan,17.0,nan,Abu Dhabi Grand Prix,True,1211.24,1838.4,20
ocon,force_india,96.936,96.814,96.54,9.0,nan,Abu Dhabi Grand Prix,True,1215.58,1903.07,20
ericsson,sauber,97.619,97.132,nan,12.0,nan,Abu Dhabi Grand Prix,True,1252.6,1873.24,20
raikkonen,ferrari,97.01,96.735,95.365,4.0,nan,Abu Dhabi Grand Prix,True,1308.3,1964.15,20
hulkenberg,renault,97.569,96.63,96.542,10.0,nan,Abu Dhabi Grand Prix,True,1230.12,1897.33,20
bottas,mercedes,82.367,81.193,80.598,2.0,1.0,Australian Grand Prix,False,1256.57,2044.15,21
hamilton,mercedes,82.043,81.014,80.486,1.0,2.0,Australian Grand Prix,False,1358.49,2045.04,21
max_verstappen,red_bull,82.876,81.678,81.32,4.0,3.0,Australian Grand Prix,False,1322.16,1958.03,21
vettel,ferrari,82.885,81.912,81.19,3.0,4.0,Australian Grand Prix,False,1302.89,1964.28,21
leclerc,ferrari,82.017,81.739,81.442,5.0,5.0,Australian Grand Prix,False,1218.14,1964.73,21
kevin_magnussen,haas,82.519,82.221,82.099,7.0,6.0,Australian Grand Prix,False,1226.24,1845.6,21
hulkenberg,renault,82.54,82.562,nan,11.0,7.0,Australian Grand Prix,False,1234.95,1900.95,21
raikkonen,alfa,82.966,82.349,82.314,9.0,8.0,Australian Grand Prix,False,1309.79,1309.79,21
stroll,racing_point,83.017,nan,nan,16.0,9.0,Australian Grand Prix,False,1248.77,1248.77,21
kvyat,toro_rosso,82.511,82.774,nan,15.0,10.0,Australian Grand Prix,False,1248.77,1842.69,21
gasly,red_bull,83.02,nan,nan,17.0,11.0,Australian Grand Prix,False,1217.39,1962.64,21
norris,mclaren,82.702,82.423,82.304,8.0,12.0,Australian Grand Prix,False,1962.64,1892.33,21
perez,racing_point,82.908,82.532,82.781,10.0,13.0,Australian Grand Prix,False,1253.56,1798.03,21
albon,toro_rosso,82.757,82.636,nan,13.0,14.0,Australian Grand Prix,False,1798.03,1842.42,21
giovinazzi,alfa,82.431,82.714,nan,14.0,15.0,Australian Grand Prix,False,1842.42,1799.68,21
russell,williams,84.36,nan,nan,19.0,16.0,Australian Grand Prix,False,1799.68,1846.19,21
kubica,williams,86.067,nan,nan,20.0,17.0,Australian Grand Prix,False,1846.19,1847.19,21
grosjean,haas,82.959,81.87,81.826,6.0,nan,Australian Grand Prix,False,1175.17,1845.6,21
ricciardo,renault,82.921,82.57,nan,12.0,nan,Australian Grand Prix,False,1292.75,1900.95,21
sainz,mclaren,83.084,nan,nan,18.0,nan,Australian Grand Prix,False,1230.9,1890.28,21
hamilton,mercedes,89.262,88.578,88.19,3.0,1.0,Bahrain Grand Prix,False,1361.82,2047.54,22
bottas,mercedes,89.498,88.83,88.256,4.0,2.0,Bahrain Grand Prix,False,1259.53,2049.76,22
leclerc,ferrari,88.495,88.046,87.866,1.0,3.0,Bahrain Grand Prix,False,1218.27,1964.83,22
max_verstappen,red_bull,89.579,89.109,88.752,5.0,4.0,Bahrain Grand Prix,False,1323.81,1963.88,22
vettel,ferrari,88.733,88.356,88.16,2.0,5.0,Bahrain Grand Prix,False,1301.42,1963.72,22
norris,mclaren,89.381,89.258,89.043,9.0,6.0,Bahrain Grand Prix,False,1203.59,1892.97,22
raikkonen,alfa,89.959,89.471,89.022,8.0,7.0,Bahrain Grand Prix,False,1311.21,1800.75,22
gasly,red_bull,89.9,89.526,nan,13.0,8.0,Bahrain Grand Prix,False,1223.34,1968.35,22
albon,toro_rosso,89.514,89.513,nan,12.0,9.0,Bahrain Grand Prix,False,1203.84,1845.3,22
perez,racing_point,89.893,89.756,nan,14.0,10.0,Bahrain Grand Prix,False,1258.39,1801.65,22
giovinazzi,alfa,90.026,nan,nan,16.0,11.0,Bahrain Grand Prix,False,1205.46,1804.84,22
kvyat,toro_rosso,89.876,89.854,nan,15.0,12.0,Bahrain Grand Prix,False,1203.62,1848.01,22
kevin_magnussen,haas,89.532,89.017,88.757,6.0,13.0,Bahrain Grand Prix,False,1219.3,1840.4,22
stroll,racing_point,90.217,nan,nan,18.0,14.0,Bahrain Grand Prix,False,1252.35,1804.33,22
russell,williams,91.759,nan,nan,19.0,15.0,Bahrain Grand Prix,False,1203.03,1849.46,22
kubica,williams,91.799,nan,nan,20.0,16.0,Bahrain Grand Prix,False,1202.39,1851.25,22
hulkenberg,renault,90.034,nan,nan,17.0,nan,Bahrain Grand Prix,False,1234.95,1898.45,22
ricciardo,renault,89.859,89.488,nan,10.0,nan,Bahrain Grand Prix,False,1292.75,1898.45,22
sainz,mclaren,89.528,89.055,88.813,7.0,nan,Bahrain Grand Prix,False,1217.58,1892.97,22
grosjean,haas,89.688,89.249,89.015,11.0,nan,Bahrain Grand Prix,False,1166.32,1833.76,22
hamilton,mercedes,93.115,91.637,91.57,2.0,1.0,Chinese Grand Prix,False,1364.56,2051.81,23
bottas,mercedes,92.658,91.728,91.547,1.0,2.0,Chinese Grand Prix,False,1260.71,2052.7,23
vettel,ferrari,93.557,92.232,91.848,3.0,3.0,Chinese Grand Prix,False,1302.64,1964.64,23
max_verstappen,red_bull,93.274,92.369,92.089,5.0,4.0,Chinese Grand Prix,False,1325.46,1969.59,23
leclerc,ferrari,92.712,92.324,91.865,4.0,5.0,Chinese Grand Prix,False,1218.07,1964.49,23
gasly,red_bull,93.863,92.948,92.93,6.0,6.0,Chinese Grand Prix,False,1223.77,1969.91,23
ricciardo,renault,93.709,93.214,92.958,7.0,7.0,Chinese Grand Prix,False,1293.11,1898.72,23
perez,racing_point,94.026,93.299,nan,12.0,8.0,Chinese Grand Prix,False,1263.28,1808.0,23
raikkonen,alfa,94.125,93.419,nan,13.0,9.0,Chinese Grand Prix,False,1316.11,1808.52,23
grosjean,haas,93.752,93.156,nan,10.0,11.0,Chinese Grand Prix,False,1165.79,1833.37,23
stroll,racing_point,94.292,nan,nan,16.0,12.0,Chinese Grand Prix,False,1256.76,1811.3,23
kevin_magnussen,haas,94.036,93.15,nan,9.0,13.0,Chinese Grand Prix,False,1215.52,1830.54,23
sainz,mclaren,93.686,93.523,nan,14.0,14.0,Chinese Grand Prix,False,1218.2,1893.44,23
russell,williams,95.253,nan,nan,17.0,16.0,Chinese Grand Prix,False,1203.91,1851.91,23
kubica,williams,95.281,nan,nan,18.0,17.0,Chinese Grand Prix,False,1202.81,1852.23,23
norris,mclaren,94.148,93.967,nan,15.0,18.0,Chinese Grand Prix,False,1198.78,1893.44,23
kvyat,toro_rosso,93.783,93.236,nan,11.0,nan,Chinese Grand Prix,False,1194.77,1848.01,23
hulkenberg,renault,93.644,93.968,92.962,8.0,nan,Chinese Grand Prix,False,1234.95,1889.52,23
bottas,mercedes,102.026,101.5,100.495,1.0,1.0,Azerbaijan Grand Prix,False,1262.95,2054.38,24
hamilton,mercedes,101.614,101.58,100.554,2.0,2.0,Azerbaijan Grand Prix,False,1366.24,2055.64,24
vettel,ferrari,102.042,101.889,100.797,3.0,3.0,Azerbaijan Grand Prix,False,1303.86,1965.41,24
max_verstappen,red_bull,101.727,101.388,101.069,4.0,4.0,Azerbaijan Grand Prix,False,1326.32,1970.55,24
leclerc,ferrari,101.426,101.995,nan,8.0,5.0,Azerbaijan Grand Prix,False,1221.6,1968.06,24
perez,racing_point,102.249,101.87,101.593,5.0,6.0,Azerbaijan Grand Prix,False,1262.82,1810.96,24
sainz,mclaren,101.936,102.398,nan,9.0,7.0,Azerbaijan Grand Prix,False,1220.74,1895.34,24
norris,mclaren,102.371,102.084,101.886,7.0,8.0,Azerbaijan Grand Prix,False,1198.09,1894.82,24
stroll,racing_point,102.63,nan,nan,13.0,9.0,Azerbaijan Grand Prix,False,1261.66,1814.64,24
raikkonen,alfa,nan,nan,nan,0.0,10.0,Azerbaijan Grand Prix,False,1308.45,1802.78,24
albon,toro_rosso,102.154,102.494,nan,11.0,11.0,Azerbaijan Grand Prix,False,1196.8,1848.47,24
giovinazzi,alfa,102.14,102.381,102.424,17.0,12.0,Azerbaijan Grand Prix,False,1213.58,1806.6,24
kevin_magnussen,haas,102.382,102.699,nan,12.0,13.0,Azerbaijan Grand Prix,False,1215.15,1830.26,24
hulkenberg,renault,103.427,nan,nan,15.0,14.0,Azerbaijan Grand Prix,False,1236.46,1890.65,24
russell,williams,105.062,nan,nan,16.0,15.0,Azerbaijan Grand Prix,False,1205.16,1853.17,24
